1,2つのうちどちらを選びますか？.jpg,二つのうち、どちらかをえらばなければならない時、あなたはどちらを選びますか？
2,B嫌い.jpg,正直、私はBという文字が好きではないです。
3,あなたがいたら心強いわ.jpg,あなたがいてくれたら心強いわ。
4,あなたが一番知ってる.jpg,
5,あなたならそういうと思ってました.jpg,
6,あなたなら耐えられる.jpg,
7,あなたに言ってるんです.jpg,
8,あなたに頼みたい.jpg,
9,あなたはその答えを知っていますか？.jpg,
10,あなたはどう思いますか？.jpg,
11,あなたは何になりたいの？.jpg,
12,あなたは罪人です.jpg,
13,いかがお過ごしですか.jpg,
14,いつまで続けられますか？.jpg,
15,うるさい！！.jpg,
16,うんわかった.jpg,
17,おかえりなさい.jpg,
18,おかしな話だと思いませんか？.jpg,
19,おはよう.jpg,
20,お前もそう思うだろ？.jpg,
21,きっと力になれると思います！.jpg,
22,こういえば理解してくれますか？.jpg,
23,この失敗を覚えて.jpg,
24,この程度の分別は出来る事を期待.jpg,
25,これからも心掛けてください.jpg,
26,これは少々深刻な問題です.jpg,
27,こんなに残忍な道とは言ってくれなかった.jpg,
28,すぐにその信頼に答えてあげるわ.jpg,
29,そういえばそう.jpg,
30,それこそ生きてるって奴だよ.jpg,
31,それぞれの価値があるから.jpg,
32,それでは仲良くしていきましょう.jpg,
33,それは私だけなのです.jpg,
34,それは良かった。じゃあな.jpg,
35,それを言うなよ！.jpg,
36,そろそろ忍耐を学習して.jpg,
37,そんなに大した技術ではない.jpg,
38,そんな人間居るわけないじゃないですか.jpg,
39,だからと言って大丈夫だろうか.jpg,
40,だが足りない.jpg,
41,ちょっと驚いた.jpg,
42,ちょっと目つきが悪い.jpg,
43,でもまた作ってるくれるでしょ？.jpg,
44,どうしてこんなになったか教えてやろうか？.jpg,
45,どうなるか分かってるよね？.jpg,
46,もうここで止めませんか？.jpg,
47,もう教えられない.jpg,
48,もう疲れてきました.jpg,
49,もう理解しているのでは？.jpg,
50,もしかして怒ってます？.jpg,
51,やっと会う事が出来た.jpg,
52,カフェイン中毒者！.jpg,
53,コーヒーで生き返る.jpg,
54,ミスも多くてイライラする.jpg,
55,一緒に地獄で努力しよ.jpg,
56,嘘だろ？.jpg,
57,何が正解かわかんないです.jpg,
58,何とか言ったらどうですか？.jpg,
59,何を言ってるのか分からない.jpg,
60,何を言ってるんですか？.jpg,
61,何言ってるんだよ.jpg,
62,簡単すぎる質問.jpg,
63,関心は1つ.jpg,
64,頑張ってるみたいだな.jpg,
65,願いはきっと叶うでしょうね.jpg,
66,既に結論が出てます.jpg,
67,恐らくそうなんでしょうね.jpg,
68,教えてくれなくても分かります.jpg,
69,元気になってくれてよかったです.jpg,
70,言ってみろ.jpg,
71,言ってる意味わかるでしょ.jpg,
72,言わなくても何を言いたいか分かりました.jpg,
73,荒唐無稽な想像ですか？.jpg,
74,今回だけですよ.jpg,
75,今更ですか？.jpg,
76,細かすぎてもこれが正しい.jpg,
77,仕事が多くて大変.jpg,
78,仕事続き疲れた.jpg,
79,死も許可が必要.jpg,
80,私に聞きたい質問があるならしてください.jpg,
81,私のこと好きになっちゃった？.jpg,
82,私の手のひらの中.jpg,
83,私の目標ですか？.jpg,
84,私はお前だ.jpg,
85,私は機械だ.jpg,
86,私は出来ません.jpg,
87,私は全て記憶する.jpg,
88,私も辛いです.jpg,
89,似てないですね.jpg,
90,自分を消していくの.jpg,
91,自分を信じてなかった.jpg,
92,自分自身と対面した？.jpg,
93,自分自身を消したいくらい苦しい.jpg,
94,自分天才.jpg,
95,失望しました.jpg,
96,少しずつ…….jpg,
97,少しでも喜んでくれたら良かった.jpg,
98,少しは休むといい.jpg,
99,少し辛いだろう.jpg,
100,少し疲れた.jpg,
101,情熱だけでは成し遂げられない.jpg,
102,情報の重さを軽んじないで.jpg,
103,色んな才能があるんですね！.jpg,
104,心強くない.jpg,
105,心配するな、お前を受け入れてやる.jpg,
106,神というには悲劇的な幻想だ.jpg,
107,辛いですか？.jpg,
108,人々を治療したい.jpg,
109,人の心揺さぶるでしょ？.jpg,
110,人を見る目ある.jpg,
111,人間って面倒くさいね.jpg,
112,人間は不完全.jpg,
113,生きろ.jpg,
114,絶望.jpg,
115,素晴らしい判断です.jpg,
116,誰だって最初はそうでしょ.jpg,
117,誰も理解できない.jpg,
118,探偵ごっこは楽しかった？.jpg,
119,知った事か.jpg,
120,長く眠れた.jpg,
121,訂正する気が起きない.jpg,
122,二度と彼と会えなくなりました.jpg,
123,否定はしません.jpg,
124,不公平だ.jpg,
125,分からない.jpg,
126,分かり切った質問やめましょう.jpg,
127,聞こえないふりかよ.jpg,
128,別に珍しいことでもないじゃん.jpg,
129,方法が一つしかないのはいつも通り.jpg,
130,本当に大丈夫なんですよね？.jpg,
131,戻ったか.jpg,
132,優秀な私の事を妬むのも仕方ない.jpg,
133,有罪.png,
134,理解はする.jpg,
135,話聞いてる？.jpg,
